0.0,0.0,0.0,0.0,2.358796,-0.64343107,-0.54746574,0.028537706,-0.22267704,1.3514528,1.0
4.9324617,0.57748204,4.5485163,0.0,0.0,0.17107336,1.9600391,0.48592198,1.8944892,-0.36934102,0.0
4.9395056,0.5010717,5.1463294,0.0,0.0,0.9606577,1.8316305,0.62012273,1.6154374,-1.2547805,0.0
0.085597716,0.041933835,0.0,0.22923508,0.0,0.12688106,0.49168444,-0.14818418,0.3841694,-0.4927504,1.0
4.036293,0.33219805,3.1470602,0.0,0.0,-0.14646265,2.1328037,0.23349671,2.0748878,-0.36775395,0.0
5.015712,0.47144097,5.081395,0.0,0.0,1.0542762,1.8691219,0.65718764,1.7903862,-1.4202808,0.0
4.868426,0.45353088,5.3079495,0.0,0.0,1.0231984,2.06097,0.630987,1.8284671,-1.3390687,0.0
0.09355732,0.100001715,0.0,1.9290112,0.26317272,-0.729812,-0.16058877,0.0630973,0.07818413,0.502788,1.0
0.3818648,0.22845754,0.0,0.42039666,0.10813817,0.47622168,0.32879382,0.7420394,-0.48366427,-0.5693557,1.0
5.1447606,0.5227951,5.3569536,0.0,0.0,0.6668648,2.0861297,0.32917383,1.8595946,-1.2058609,0.0
0.47915792,0.0,0.0,0.0146238785,1.0438517,0.85785794,-0.6228926,0.007385347,-0.82637,0.35128462,1.0
5.037162,0.5076573,5.34589,0.0,0.0,0.9767999,2.2553554,0.67896795,2.0472922,-1.2459906,0.0
2.0231712,0.12668274,0.5503145,0.0,0.0,2.1971312,0.07476577,0.45714736,-0.43389684,-1.6261413,0.0
4.873483,0.4875532,5.349058,0.0,0.0,0.69788563,1.9771036,0.31721163,1.9995849,-1.434181,0.0
0.0,0.0,0.0,0.14017043,0.8071395,0.33055878,-1.7437438,-0.28665003,-1.1625793,0.73354256,0.0
0.0,0.0,0.0,0.0,1.496031,0.91525763,-0.36330804,0.25616145,-0.70169747,0.7875845,1.0
3.170504,0.4396723,1.64007,0.030323442,0.0048846435,1.5149087,2.2584078,0.6870289,1.6970558,-1.5213035,0.0
5.075279,0.53704727,5.375018,0.0,0.0,0.76783985,2.3045354,0.24886903,1.8954334,-1.5549825,0.0
2.5527472,0.3725699,1.5301206,0.0,0.0,2.0828934,0.12714094,0.54484063,-0.43251047,-1.3567228,1.0
0.0,0.0,0.0,0.0,0.5200733,0.69827193,-0.28362703,0.046706747,-0.6516453,0.652498,1.0
0.0,0.0,0.0,0.0,1.1620053,0.6506209,-0.7914452,-0.002205614,-0.96170133,0.45015702,1.0
0.0,0.0,0.0,0.0,1.4620008,-0.15105096,-0.54779404,0.02296516,-0.41305873,1.1733869,1.0
2.0072773,0.42411256,0.18706876,1.1660879,0.0,0.1334944,-0.124561846,-0.39821982,-0.41831043,-0.88149685,1.0
4.0264626,0.5917141,2.717014,0.0,0.0,0.8426799,2.3489804,0.289519,1.6463852,-1.5196028,0.0
0.0,0.0,0.0,0.0642055,1.4453113,0.026015341,-0.60323906,0.55688167,-0.53538716,1.1721373,1.0
0.2975737,0.09841317,0.0,0.07477697,0.09395701,1.255865,-0.20088568,0.35743952,-0.70428014,-1.5612147,1.0
0.0,0.0,0.0,0.12625624,1.753998,-0.21265656,-1.1219635,0.42003328,-0.80586076,1.229272,1.0
1.2873201,0.09652015,0.9141203,0.0,0.7395178,1.2913498,-0.21995977,0.67953944,-0.6092311,0.06344565,0.0
2.8549662,0.19986454,0.9519941,0.0,0.0,1.5036108,-0.19721782,-0.4547046,-0.5716958,-0.4163799,0.0
5.0707817,0.64805573,5.454448,0.0,0.0,1.017314,2.0452766,0.70791185,1.6898134,-1.2935684,0.0
0.0,0.0,0.0,0.0,0.9489107,0.38674414,-0.27342457,0.5005782,-0.6365919,0.009673476,1.0
3.4581165,0.4005375,2.5273986,0.19343285,0.0,0.31766948,-0.009690797,-0.37754542,-0.32990685,-0.90701115,1.0
2.9934423,0.74053717,0.99640703,0.727235,0.0,0.7571992,0.8153102,1.1751578,-0.3764451,-0.44847828,0.0
5.0675054,0.43952298,5.308138,0.0,0.0,0.5715647,2.3068824,0.4130666,2.0033221,-1.3816273,0.0
0.0,0.0,0.0,0.0,1.4077585,0.17185317,-0.6302744,0.01479809,-0.5148237,0.7463658,1.0
0.0,0.0,0.0,0.0,1.587375,0.636203,-1.5272024,-0.039378803,-1.2542108,0.3526095,1.0
0.0,0.014671233,0.0,0.13197768,0.6767211,0.9632158,-0.66671675,-0.6195146,-0.7643932,-0.3589953,1.0
0.0,0.0,0.0,0.0,0.29349273,0.040879976,-0.30201936,-0.05214694,-0.061306477,-0.78305244,0.0
4.4681883,0.36364588,3.7558012,0.0,0.0,1.6223924,0.29584688,0.515503,-0.22002712,-1.7808409,0.0
4.50123,0.58469814,4.1438956,0.0,0.0,0.64901376,2.333603,0.3907954,1.5524853,-1.2822351,0.0
0.0,0.0,0.0,0.0,1.377002,0.059841983,-0.44844252,-0.4386875,-0.41441745,0.8762586,1.0
0.0,0.0,0.0,0.799796,0.7531962,-0.12751849,-0.42317528,-0.049286257,-0.33457646,0.6189879,1.0
1.423579,0.0,0.21066622,0.0,1.0502825,0.5010156,-1.6670434,0.13691609,-1.2775013,0.35977608,1.0
0.052976318,0.0,0.0,0.049346328,1.2232277,1.1352944,-0.33422288,0.6371534,-0.70490324,0.2582956,1.0
1.3979753,0.28643316,1.1064129,0.19717406,0.32800585,-0.24104702,1.5458249,0.25078607,1.8154402,-0.15010363,0.0
0.7848987,0.18445927,0.0,0.1551968,0.0,1.7422518,0.23500483,1.0645955,-0.81432927,-0.69502974,0.0
0.0,0.0,0.0,0.20888703,1.0704982,0.69633496,-0.32079178,0.03204667,-0.6396048,0.30275154,1.0
3.9537983,0.20643589,2.6136317,0.0,0.06704466,1.2865611,1.5723062,1.0125127,0.4131279,-0.7404582,0.0
3.649541,0.20861232,1.5055296,0.0,0.0,0.22742113,1.9578198,0.768659,1.7391624,-0.3528304,0.0
3.9020934,0.5802989,3.358427,0.12560937,0.0,-0.2572466,1.9136555,0.16370422,1.9303468,-0.88841975,0.0
0.0,0.0,0.0,0.0,1.6064347,0.42601308,-0.57039183,0.04918535,-0.61986375,0.65453345,0.0
1.280988,0.02398981,0.32757068,0.0,0.6679673,0.6040176,0.21596646,0.81647646,-0.11237398,0.55329967,0.0
0.0,0.0,0.0,0.21780679,0.78237647,-0.40668008,0.15847099,-0.1130357,0.43790448,-0.18779644,1.0
0.06863163,0.0,0.0,0.0,0.35461742,0.1329092,0.63861305,-0.035781574,0.41513824,0.5204227,1.0
4.7025294,0.62093765,5.0259237,0.0,0.0,1.0733111,2.16315,0.74243116,1.9275646,-1.3734374,0.0
4.50568,0.392209,4.362464,0.0,0.0,1.1728737,2.3066201,1.2349701,1.3909719,-0.32496604,0.0
2.9195328,0.7663071,0.84566104,0.23221672,0.0,0.12964857,2.149684,0.35934183,1.6046622,-0.810902,0.0
